code,title,units,prereqs,offered,corrupt
"A,RESEC 202",Issues and Concepts in Agricultural Economics,4 Units, Economics 201A-201B or consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
History, institutions, and policies affecting agriculture markets and environmental quality. Producer behavior over time and under uncertainty. Asset fixity and agricultural supply models.",0
"A,RESEC 210",Probability and Statistics,4 Units, Graduate standing or consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
This is an introduction to probability theory and statistical inference. It is primarily intended to prepare students for the graduate econometrics courses 212 and 213. The emphasis of the course is on the principles of statistical reasoning. Probability theory will be discussed mainly as a background for statistical theory and specific models will, for the most part, be considered only to illustrate the general statistical theory as it is dev",0
"A,RESEC 212",Econometrics: Multiple Equation Estimation,4 Units, 211 or consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Introduction to the estimation and testing of economic models. Includes analysis of the general linear model, asymptotic theory, instrumental variable, and the generalized method of moments. In addition, a survey of time series, analysis, limited dependent variables.",0
"A,RESEC 213",Applied Econometrics,4 Units, 211 and 212 or equivalent or consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Standard and advanced econometric techniques are applied to topics in agriculture and resource economics. Techniques include limited dependent variables, time series analysis, and nonparametric analysis. Students will use computers to conduct statistical analyses.",0
"A,RESEC 219A",Econometric Project Workshop,2 Units," 210, 211, and 212 or consent of instructor","Terms offered: Fall 2017, Fall 2016, Fall 2013<br/>
Techniques for preparing econometric studies, including finding data sources, the reporting of results, and standards for placing research questions with existent literature. With faculty guidance, students prepare approved econometric projects, present projects to the class, provide comments on other student projects, and revise projects in response to faculty and student comments.",0
"A,RESEC 219B",Econometric Project Workshop,2 Units," 210, 211, and 212 or consent of instructor","Terms offered: Spring 2018, Spring 2017, Spring 2015<br/>
Techniques for preparing econometric studies, including finding data sources, the reporting of results, and standards for placing research questions with existent literature. With faculty guidance, students prepare approved econometric projects, present projects to the class, provide comments on other student projects, and revise projects in response to faculty and student comments.",0
"A,RESEC 241","Economics and Policy of Production, Technology and Risk in Agricultural and Natural Resources",3 Units," 201 and 202, or Economics 201A-201B, or consent of instructor","Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
This course covers alternative models of production, resource and environmental risk management; family production function; adoption and diffusion; innovation and intellectual property rights; agricultural and environmental policies and their impact on production and the environment; water resources; pest control; biotechnology; and optimal control over space and time.",0
"A,RESEC 242",Quantitative Policy Analysis,3 Units, 211 or consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Production versus predatory government behavior, rent seeking, social waste, and their trade-offs with the provision of growth-promoting public goods. Three failure types are distinguished: market, government, and organizational. The roles of public versus special interests are modeled to determine degree and extent of organizational failures in collective group behavior. Alternative frameworks are used to evaluate various types of policy",0
"A,RESEC 249","Agricultural, Food, and Resource Policy Workshop",1 Unit, Consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Presentation and criticism of ongoing research by faculty, staff and students. Not necessarily offered every semester.",0
"A,RESEC C251",Microeconomics of Development,3 Units, Consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Theoretical and empirical analyses of poverty and inequality, household and community behavior, and contract and institutions in the context of developing countries.",0
"A,RESEC C253",International Economic Development Policy,3 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
This course emphasizes the development and application of policy solutions to developing-world problems related to poverty, macroeconomic policy, and environmental sustainability. Methods of statistical, economic, and policy analysis are applied to a series of case studies. The course is designed to develop practical professional skills for application in the international arena.",0
"A,RESEC 259",Rural Economic Development Workshop,1 Unit, Consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Presentation and criticism of ongoing research by faculty, staff and students. Not necessarily offered every semester.",0
"A,RESEC 261",Environmental and Resource Economics,3 Units, Ph.D.-level economic theory or consent of instructor,"Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Theory of renewable and nonrenewable natural resource use, with applications to forests, fisheries, energy, and climate change. Resources, growth, and sustainability. Economic theory of environmental policy. Externality; the Coasian critique; tax incidence and anomalies; indirect taxes; the double dividend; environmental standards; environmental regulation; impact of uncertainty on taxes and standards; mechanism design; monitoring, penalties",0
"A,RESEC 263",Dynamic Methods in Environmental and Resource Economics,3 Units, Ph.D.-level economic theory or consent of instructor,"Terms offered: Spring 2018, Spring 2016, Fall 2013<br/>
This course studies methods of analysis and optimal control of dynamic systems, emphasizing applications in environmental and natural resource economics. Continuous-time deterministic models are studied using phase plane analysis, the calculus of variations, the Maximum Principle, and dynamic programming. Numerical methods are applied to discrete time stochastic and deterministic dynamic models.",0
"A,RESEC 264",Empirical Energy and Environmental Economics,3 Units, 212 and 213; or equivalent,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This course is designed to help prepare graduate students to conduct empirical research in energy and environmental economics. The course has two broad objectives. The first is to develop an in-depth understanding of specific empirical methods and research designs that are routinely used in the field of energy and environmental economics. The second is to familiarize students with some of the economic theories and institutions that are most",0
"A,RESEC 269",Natural Resource Economics Workshop,1 Unit, Consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Presentation and criticism of ongoing research by faculty, staff, and students. Not necessarily offered every semester.",0
"A,RESEC 298",Special Study for Graduate Students,1 - 6 Units, Consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
All properly qualified graduate students who wish to pursue a special field of study may do so if their proposed program of study is acceptable to the member here of the staff with whom they work.",0
"A,RESEC 299",Individual Research,1 - 12 Units, Graduate standing and consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>",0
"A,RESEC 375",Professional Preparation: Teaching of Environmental Economics and Policy,1 - 6 Units," Graduate standing, appointment as a graduate student instructor, or consent of instructor","Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Discussion, problem review and development, guidance of discussion classes, course development, supervised practice teaching.",0
"A,RESEC 400",Professional Training in Research Methodology,1 - 6 Units, Graduate student researcher appointment,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Individual training for graduate students in planning and performing research under the supervision of a faculty adviser, intended to provide academic credit for the experience obtained while holding a research assistantship.",0
"A,RESEC 602",Individual Study for Doctoral Students,1 - 12 Units,,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Individual study in consultation with the major field adviser, intended to provide an opportunity for qualified students to prepare themselves for the various examinations required for candidates of the Ph.D. May not be used for unit or residence requirements for the doctoral degree.",0
