code,title,units,prereqs,offered,corrupt
PLANTBI 10,"Plants, Agriculture, and Society",2 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Changing patterns of agriculture in relation to population growth, the biology and social impact of plant disease, genetic engineering of plants: a thousand years of crop improvement and modern biotechnology, interactions between plants and the environment, and effects of human industrial and agricultural activity on plant ecosystems. Knowledge of the physical sciences is neither required nor assumed.",0
PLANTBI 11,"Fungi, History, and Society",3 Units,,"Terms offered: Spring 2018, Spring 2016, Spring 2015<br/>
Fungi have interacted with humans in both positive and negative ways throughout history. These interactions have included production of foods, medicines, fuels, plant and animal diseases, decay, allergies, and mind-altering drugs.",0
PLANTBI 20,Introduction to the Plant Sciences at Berkeley,1 Unit,,"Terms offered: Fall 2016, Fall 2015, Spring 2015<br/>
This course will include discussions on the academic path (courses) needed for the Genetics and Plant Biology major; an introduction to resources and facilities for studies of the plant sciences at Berkeley, such as the University Herbarium and the Botanical Garden; an exploration of plant science related careers, including presentations from guest speakers who work in organic farming, government, and Cooperative Extension; talks by faculty about",0
PLANTBI 22,Microbes Make the World Go Around,2 Units,,"Terms offered: Summer 2018 8 Week Session, Fall 2016, Fall 2014<br/>
Although often unseen, microbes are everywhere! This course covers the role that microbes, including archaea, bacteria, protists and fungi, play in terrestrial, marine and extreme environments and their effect on the geochemistry of the earth. In addition, we will explore the profound effects of microbes on human and plant health and how microbes have changed the course of human history.",0
PLANTBI 24,Freshman Seminar,1 Unit,,"Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Reading and discussion with Plant and Microbial Biology faculty on current research and topics in plant and microbial biology. Topics which may be discussed include microbial biology, plant genetics, plant development, plant pathology, agricultural biotechnology, and genetic engineering. Ideal for students who are considering a major in the Department of Plant and Microbial Biology. Enrollment is limited to 20 freshmen.",0
PLANTBI 40,The (Secret) Life of Plants,3 Units,,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Covers contemporary topics in plant biology. Examines how plants grow, reproduce, and respond to the environment (e.g., to light) in ways distinct from animals. Presents basic principles of genetics, cell, and molecular biology. Basics of genetic engineering and biotechnology reveal how they are used to modify plants, and these socially relevant issues are assessed. Includes visit to modern plant biology research laboratory, and aspects of",0
PLANTBI C96,Studying the Biological Sciences,1 Unit, Consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Freshmen will be introduced to the ""culture"" of the biological sciences, along with an in-depth orientation to the academic life and the culture of the university as they relate to majoring in biology. Students will learn concepts, skills, and information that they can use in their major course, and as future science professionals. Restricted to freshmen in the biology scholars program.",0
PLANTBI 99,Supervised Independent Study and Research,1 - 4 Units, GPA of 3.4 or higher; lower division status,"Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Lower division independent study and research intended for the academically superior student. Enrollment only with prior approval of faculty advisor directing the research.",0
PLANTBI 101L,Experimental Plant Biology Laboratory,3 Units," Biology 1A-1B; Plant and Microbial Biology 135, 150, and 160 (may be taken concurrently)","Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Students will perform state-of-the-art research to address an important question in modern plant biology. The experimental progression exposes students to a variety of modern molecular approaches and techniques. Experimental design, data acquisition, and analysis of the student's real experimental data is emphasized. Research results will be presented in written and oral formats similar to those used in research laboratories.",0
PLANTBI C103,Bacterial Pathogenesis,3 Units," 100, 102 or consent of instructor","Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This course for upper division and graduate students will explore the molecular and cellular basis of microbial pathogenesis. The course will focus on model microbial systems which illustrate mechanisms of pathogenesis. Most of the emphasis will be on bacterial pathogens of mammals, but there will be some discussion of viral and protozoan pathogens. There will be an emphasis on experimental approaches. The course will also include some aspects",0
PLANTBI 104L,Discovery-Based Research in Microbiology,2 Units,,"Terms offered: Summer 2018 First 6 Week Session, Summer 2010 10 Week Session, Summer 2008 10 Week Session<br/>
An introduction to microbiology research in which students generate gene knockouts in Caulobacter and analyze the mutant phenotypes. Each student will disrupt one gene of known function and one gene of unknown function. Students will attend lectures focusing on the techniques to be employed and perform experiments under supervision. This course may be taken by students with no prior laboratory",0
PLANTBI C107L,Principles of Plant Morphology with Laboratory,4 Units, Biology 1A-1B,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
An analysis of the structural diversity of land plants plants with emphasis on the developmental mechanisms responsible for this variation in morphology and the significance of this diversity in relation to adaptation and evolution.",0
PLANTBI C109,Evolution and Ecology of Development,3 Units, ,"Terms offered: Fall 2016<br/>
From the seahorse’s body to the venus flytrap’s jaws to the human brain, nature abounds with amazing adaptations. This interdisciplinary course explores how and why such biodiversity evolves as well as what limits diversity. Lectures and case studies will focus on core concepts, recent advances, and integrative approaches, placing special emphasis on the interplay between gene regulatory networks, the environment, and population genetics.",1
PLANTBI C110L,Biology of Fungi with Laboratory,4 Units, Biology 1B,"Terms offered: Fall 2016, Fall 2014<br/>
Selected aspects of fungi: their structure, reproduction, physiology, ecology, genetics and evolution; their role in plant disease, human welfare, and industry. Offered even fall semesters.",0
PLANTBI C112,General Microbiology,4 Units, Biology 1A and 1B,"Terms offered: Summer 2018 10 Week Session, Fall 2017, Summer 2017 10 Week Session<br/>
This course will explore the molecular bases for physiological and biochemical diversity among members of the two major domains, Bacteria and Archaea. The ecological significance and evolutionary origins of this diversity will be discussed. Molecular, genetic, and structure-function analyses of microbial cell cycles, adaptive responses, metabolic capability, and macromolecular syntheses will be emphasized.",0
