code,title,units,prereqs,offered,corrupt
ENVECON C1,Introduction to Environmental Economics and Policy,4 Units, Mathematics 32,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2018, Fall 2017, Summer 2017 8 Week Session, Spring 2017<br/>
Introduction to microeconomics with emphasis on resource, agricultural, and environmental issues.",0
ENVECON 100,Microeconomic Theory with Application to Natural Resources,4 Units, C1 or Economics 1 or C3 and Mathematics 16A or consent of instructor,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Covers the basic microeconomic tools for further study of natural resource problems. Theory of consumption, production, theory of the firm, industrial organization, general equilibrium, public goods and externalities. Applications to agriculture and natural resources.",0
ENVECON C101,Environmental Economics,4 Units," 100, Mathematics 16A-16B, or Economics 100A or 101A","Offered through: Agricultural and Resource Economics<br/>
Terms offered: Summer 2018 8 Week Session, Spring 2018, Summer 2017 8 Week Session, Spring 2017, Summer 2016<br/>
Theories of externalities and public goods applied to pollution and environmental policy. Trade-off between production and environmental amenities. Assessing nonmarket value of environmental amenities. Remediation and clean-up policies. Environment and development. Biodiversity management.",0
ENVECON C102,Natural Resource Economics,4 Units," 100, or Economics 100A or 100B","Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Introduction to the economics of natural resources. Land and the concept of economic rent. Models of optimal depletion of nonrenewable resources and optimal use of renewable resources. Application to energy, forests, fisheries, water, and climate change. Resources, growth, and sustainability.",0
ENVECON C115,Modeling and Management of Biological Resources,4 Units, A course that includes differential and integral calculus,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2017, Fall 2015, Fall 2014<br/>
Models of population growth, chaos, life tables, and Leslie matrix theory. Harvesting and exploitation theory. Methods for analyzing population interactions, predation, competition. Fisheries, forest stands, and insect pest management. Genetic aspects of population management. Mathematical theory based on simple difference and ordinary differential equations. Use of simulation packages on",0
ENVECON C118,Introductory Applied Econometrics,4 Units,,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Summer 2018 8 Week Session, Spring 2018, Fall 2017, Summer 2017 8 Week Session<br/>
Formulation of a research hypothesis and definition of an empirical strategy. Regression analysis with cross-sectional and time-series data; econometric methods for the analysis of qualitative information; hypothesis testing. The techniques of statistical and econometric analysis are developed through applications to a set of case studies and",0
ENVECON 141,Agricultural and Environmental Policy,4 Units, 100 or Economics 100A or 101A,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Summer 2018 8 Week Session, Fall 2017, Fall 2016<br/>
This course considers the formation, implementation, and impact of public policies affecting agriculture and the environment. Economic approaches to public lawmaking, including theories of legislation, interest group activity, and congressional control of bureaucracies. Case studies include water allocation, endangered species protection, water quality, food safety, drainage",0
ENVECON 143,Economics of Innovation and Intellectual Property,4 Units, 100 or Economics 100A or 101A,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This course addresses the economics of research and incentives for innovation including intellectual property rights. Topics include the standard modern economics of invention; modern intellectual property rights; innovation examples from agriculture, energy, pharmaceuticals, software, and electronics; the roles of the public and private sectors; innovation and market structure; the",0
ENVECON 145,Health and Environmental Economic Policy,4 Units," Intermediate microeconomics, 100, Economics 100 or 101A, and some statistics","Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2016, Fall 2015, Fall 2014<br/>
This course introduces students to key issues and findings in the field of health and environmental economics. The first half of the course focuses on the theoreticl and statistical frameworks used to analyze instances of market failure in the provision of health and environmental goods. The second half focuses on policy-relevant empirical findings in the field.",0
ENVECON 147,Regulation of Energy and the Environment,4 Units, Intermediate microeconomic theory and calculus,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2017, Spring 2016, Spring 2015<br/>
This is an applied economics course on government regulation of energy with an emphasis on policies that seek to mitigate the impact of energy production and consumption on the environment. The course is designed to help students make connections between economic concepts and real world regulatory policy questions and issues.",0
ENVECON C151,Economic Development,4 Units," 100, Economics 100A or 101A","Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2017, Spring 2017, Fall 2016<br/>
Problems of underdevelopment and poverty, policy issues, and development strategy.",0
ENVECON 152,Advanced Topics in Development and International Trade,3 Units, 100 or Economics 100A,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2018, Fall 2016, Fall 2015<br/>
This course discusses recent efforts to understand behavior and institutions in village economies, with particular attention paid to the importance of risk. Economic analysis of savings, consumption, insurance, production, trade, welfare distribution and institutions of villages in developing countries. Roughly equal parts of theory, evidence, and policy.",0
ENVECON 162,Economics of Water Resources,3 Units, 100 or Economics 100A or 101A; 101 recommended,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Urban demand for water; water supply and economic growth; water utility economics; irrigation demand; large water projects; economic impacts of surface water law and institutions; economics of salinity and drainage; economics of groundwater management.",0
ENVECON C175,The Economics of Climate Change,4 Units," 106, 107, Economics 1, or equivalent","Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2016, Fall 2015, Fall 2014, Fall 2013<br/>
The course will start with a brief introduction and evaluation of the scientific aspects behind climate change. Economic models will be developed to analyze the impacts of climate change and provide and critique existing and proposed policy tools. Specific topics studied are impacts on water resources and agriculture, economic evaluation of impacts, optimal control of greenhouse",0
ENVECON C176,Climate Change Economics,4 Units,,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2017, Fall 2016<br/>
This course is a self-contained introduction to the economics of climate change. Climate change is caused by a large variety of economic activities, and many of its impacts will have economic consequences. Economists have studied climate change for more than two decades, and economic arguments are often powerful in policy decisions. The course will familiarize students with these arguments and equip",0
ENVECON C181,International Trade,4 Units, Economics100A-100B or Economics 101A-101B,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
The theory of international trade and its applications to tariff protection. This course is equivalent to <a class=""bubblelink code"" href=""/search/?P=UGBA%20118"" onclick=""return showCourse(this, 'UGBA 118');"" title=""UGBA 118"">UGBA 118</a>; students will not receive credit for both courses.",0
ENVECON C183,Forest Ecosystem Management,4 Units,,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2016, Spring 2015, Spring 2014<br/>
Introduces students to concepts and quantitative tools needed for the sustainable management of multi-use forest ecosystems. Topics covered include: estimation of ecological, economic, and social values: construction of dynamic forest models, methods for optimal decision-making, and development of forest management plans. Application to current issues in temperate and tropical forest",0
ENVECON 195,Senior Thesis,4 Units, Senior standing in Environmental Economics and Policy and consent of instructor,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Writing of a thesis under the direction of member(s) of the faculty. Subject must be approved by faculty sponsor.",0
ENVECON H196,Honors Research,4 Units, Upper division standing. Eligibility restrictions related to GPA and unit accumulation. Open only to Environmental Economics and Policy majors in the College of Natural Resources,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2016, Spring 2016, Fall 2015<br/>
Supervised independent honors research specific to aspects of environmental economics and policy, followed by a oral presentation and a written report.",0
ENVECON 197,Field Study in Environmental Economics and Policy,1 - 3 Units, Consent of instructor,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2016, Summer 2016 10 Week Session, Spring 2016<br/>
Supervised experience in off-campus organizations relevant to specific aspects of environmental economics and policy. Regular individual meetings with faculty sponsor and written reports required.",0
ENVECON 198,Directed Group Studies for Advanced Undergraduates,1 - 3 Units, Consent of instructor,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Spring 2016, Fall 2015, Spring 2015<br/>
Group study of selected topic or topics in Environmental Economics and Policy.",0
ENVECON 199,Supervised Independent Study and Research,1 - 4 Units, Upper division standing and consent of instructor,"Offered through: Agricultural and Resource Economics<br/>
Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
Enrollment restrictions apply. Open to qualified upper division students wishing to pursue special study and directed research under the direction of a member of the staff.",0
