code,title,units,prereqs,offered,corrupt
THEATER R1A,Performance: Writing and Research,4 Units, Satisfaction of the Entry Level Language Requirement,"Terms offered: Spring 2018, Fall 2017, Summer 2017 8 Week Session<br/>
Reading and composition in connection with the study of dramatic literature. R1A satisfies the first half of the Reading and Composition requirement, and R1B satisfies the second half.",0
THEATER R1B,Performance: Writing and Research,4 Units," Previously passed an R_A course with a letter grade of C-or better.<BR/>Previously passed an articulated R_A course with a letter grade of C-or better.<BR/>Score a 4 on the Advanced Placement Exam in English Literature and Composition.<BR/>Score a 4 or 5 on the Advanced Placement Exam in English Language and Composition.<BR/>Score of 5, 6, or 7 on the International Baccalaureate Higher Level Examination","Terms offered: Spring 2018, Fall 2017, Summer 2017 8 Week Session<br/>
Reading and composition in connection with the study of dramatic literature. R1A satisfies the first half of the Reading and Composition requirement, and R1B satisfies the second half.",0
THEATER 5,Public Speaking and Presentation Skills,3 Units,,"Terms offered: Summer 2018 Second 6 Week Session, Summer 2017 Second 6 Week Session, Fall 2016<br/>
Students will learn to present themselves and material clearly, confidently, and persuasively, using age-old arts of oral communication. They will learn techniques for overcoming stage fright, developing clear enunciation, finding and using their natural, unaffected vocal register, varying tone and intonation to hold audience interest, controlling pacing, moving with assurance and purpose, using appropriate",0
THEATER 10,Fundamentals of Acting I,3 Units," Audition required, sign up before start of the semester","Terms offered: Summer 2018 Second 6 Week Session, Spring 2018, Fall 2017<br/>
Fundamentals of Acting I (Theater 10) is the entry level course for the acting sequence and focuses on releasing and cultivating the actor’s inherent creativity. Through exercises, improvisation, scenes, and monologues, the actor begins to develop basic techniques designed to stimulate the imagination, develop vocal and physical ability, increase awareness of self and others, introduce effective ways to analyze texts,",0
THEATER 24,Freshman Seminar,1 Unit,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester.",0
THEATER 25AC,The Drama of American Cultures: An Introduction to Our Theater,4 Units,,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This course provides an introduction to theater through the study of values and issues fundamental to cultural identity, the comparison of selected cultural groups and their relationship to American society as a whole, and the study of drama as an instrument for understanding and expressing cultural identity. Theater of specific cultural groups to be included will be determined by the availability of live theater productions offered on campus",0
THEATER 26,Introduction to Performance Studies,4 Units,,"Terms offered: Fall 2017, Fall 2016, Spring 2016<br/>
This course introduces the critical terms and practices of the contemporary study of performance. Several key terms and important genres of artistic and social performance will be engaged; the course will draw critical and disciplinary methods from anthropology and ethnography, from the theory of dance and theater, from literary and cultural theory. Critical and theoretical concepts will be used to analyze a wide range of live and recorded performances",0
THEATER 39,Freshman/Sophomore Seminar,1.5 - 2 Units, Priority given to freshmen and sophomores,"Terms offered: Fall 2017, Spring 2017, Spring 2016<br/>
Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.",0
THEATER 40,Beginning Modern Dance Technique,3 Units, Interested students must attend a placement class on the first day of class,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Introduction to dance techniques. Study of foundational concepts of movement such as: principles of alignment, locomotion, dance terminology, and musicality.<br/>",0
THEATER 52AC,Dance in American Cultures,4 Units,,"Terms offered: Fall 2017, Summer 2017 First 6 Week Session, Fall 2016<br/>
Dance as a meaning-making expressive form. Develop the tools necessary for looking at dance, analyzing it, writing about it, and understanding its place in larger social, cultural, political structures. We will look at a variety of U.S. American dance genres, understanding them through their historical and cultural contexts, to explore how issues of race, gender, sexuality and class affect the practice and the reception of",0
