code,title,units,prereqs,offered,corrupt
NUSCTX 10,Introduction to Human Nutrition,3 Units,,"Terms offered: Summer 2018 First 6 Week Session, Summer 2018 Second 6 Week Session, Spring 2018<br/>
This course focuses on relationships between diet and health, and responses of the human body to diet and food components, including macro and micro nutrients, water, phytochemicals, and alcohol. This course also provides an overview of the interplay between nutrients and physiological and behavioral responses. Lectures, which address contributions of diet to optimal health or disease risk, are based",0
NUSCTX 11,Introduction to Toxicology,3 Units, Open to students pursuing science and non science majors,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Discussion of principles for the evaluation of toxic hazard of natural and man-made substances present in the environment, the workplace, food, drink, and drugs. The bases for species selectivity, individual variations in sensitivity and resistance, and the combined effects of toxic agents will be addressed. Issues related to the impact of toxic agents in modern society will be emphasized.",0
NUSCTX 20,Personal Food Security and Wellness,2 Units,,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
The course goal is to develop life-skills and decision-making processes to maintain healthy eating throughout the lifespan. The course will improve students' nutrition-related behaviors by addressing attitudes, knowledge, skills and barriers related to food selection, purchasing and preparation and how these intersect with food security. The course will provide students with the foundation of nutrition knowledge and cooking skills to be able",0
NUSCTX 24,Freshman Seminar,1 Unit,,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Freshman seminars are offered in all campus departments, and topics vary from department to department and semester to semester.",0
NUSCTX 30,Sports Nutrition,3 Units," Nutritional Sciences and Toxicology 10 Introduction to Human Nutrition, or consent of instructor","Terms offered: Summer 2018 First 6 Week Session<br/>
A survey course of nutrition with an emphasis on the relationships among diet, physical activity, and health; exploration of the changes in the metabolism of carbohydrates, lipids, protein and water; discussion of the function of vitamins and minerals; practical application of evidence- based dietary recommendations for common sports and varying physical intensities.",0
NUSCTX 98,Directed Group Study,1 - 3 Units, Lower division standing and consent of instructor,"Terms offered: Fall 2016, Spring 2016, Fall 2015<br/>
Study of special topics in nutritional sciences that are not covered in depth in regular courses.",0
NUSCTX 103,Nutrient Function and Metabolism,3 Units," Required: Bio 1A, Recommended: MCB 32 and 102","Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Delivery of nutrients from foods to mammalian cells; major metabolic pathways; function of nutrients in energy metabolism, nitrogen and lipid metabolism, structural tissues and regulation; essentiality, activation, storage, excretion, and toxicity of nutrients.",0
NUSCTX 104,"Food, Culture, and the Environment",2 Units, 10 recommended,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This nutrition course with an anthropological perspective examines why we eat what we eat by addressing environmental, socio-economic, political, cultural, and personal components of the human diet. Cuisines from a sampling of countries and regions are discussed.",0
NUSCTX W104,"Food, Culture, and the Environment AC",3 Units, Nutritional Sciences and Toxicology 10 (Recommended),"Terms offered: Summer 2018 8 Week Session<br/>
This course will broadly address the historical, ecological, socioeconomic, biological, political, and cultural environments impacting the human diet in addition to nutrition problems, programs, and consumer protection. It is a nutrition course with an anthropological slant that examines why we eat what we eat and contributes to the pursuit of multidisciplinary degrees in nutrition policy and planning. As an American Cultures course, we will discuss",0
NUSCTX 108A,Introduction and Application of Food Science,3 Units," Molecular and Cell Biology 102 (may be taken concurrently), or consent of instructor","Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Evaluation of the chemical, physical, functional, and nutritional properities of foods. Emphasis on how these properties, and prepration, processing, and storage, influence quality characteristics of food products.",0
