code,title,units,prereqs,offered,corrupt
NAV SCI 1,Introduction to Naval Science,2 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
This curriculum provides guidelines for introducing students to the organization of the Department of Defense and the naval service, the long-held customs and traditions of the service, basic leadership, ethics and character development, the duties of a junior officer, and basic information concerning shipboard procedures and safety. It is the intent of this course to stimulate the students' interest for study and investigation in future cours",0
NAV SCI 2,Sea Power and Maritime Affairs,2 Units, Consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Traces the U.S. historical evolution of sea power, its concepts, theories and applications. Emphasizes the impact of world situation, U.S. national interest, changing technology, and naval leadership on the evolving concept of sea power. Relates historical developments to current trends. Examines briefly the U.S. Merchant Marine's and the former Soviet Navy's impact on sea power policy formulation.",0
NAV SCI 3,Leadership and Management I,3 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
This course will cover basic management, decision making, and moral leadership. The student will learn to establish meaningful goals, prioritize among competing demands, and plan and forecast in a task-centered organization. The course includes exposure to measures of organizational effectiveness, methods to overcome resistance to change, effective communications, and techniques to aid in counseling, team building, and resolution of disciplinary",0
NAV SCI 10,Naval Ship Systems I,3 Units, Mathematics 1A or 16A,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Principles of design and operation of ships. Emphasis on description and analysis of major types of propulsion plants, both conventional and nuclear. Principles of thermodynamic cycles, electrical theory, power generation and distribution, auxiliary machinery systems. Ship construction, strength and stability in intact and damaged conditions. Factors and design criteria for seaworthiness, structural integrity, and operational employment.",0
NAV SCI 12A,Navigation and Naval Operations I,3 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Theory, principles, and procedures of terrestrial and celestial navigation and piloting techniques. A study of coordinating systems, including the celestial coordinate system, nautical charts and publications, position fixing, dead reckoning, nautical astronomy, the theory and methods of celestial navigation, and the theory and prediction of tides and current.",0
NAV SCI 12B,Navigation and Naval Operations II,3 Units, 12A or consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2015<br/>
Introduction to the various aspects of ship operations at sea. Principles of terrestrial navigation including the rules of the road for prevention of collisions at sea, vector analysis of relative motion, ship behavior and characteristics in maneuvering, precise ship positioning, use of aids to navigation, meteorology, and electronic navigation.",0
NAV SCI 400C,Naval Laboratory,0.0 Units, Consent of instructor,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
Emphasis is placed on professional training not of an academic nature. The laboratory is intended for topics such as drill and ceremonies, physical fitness and swimming testing, cruise preparation, cruise evaluation, sail training, safety awareness, preparation for commissioning, personal finances, insurance, and applied exercises in naval ship systems, navigation, naval operations, naval administration, and military justice. Other topics and special",0
NAV SCI 400E,Naval Laboratory,0.0 Units, Consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Emphasis is placed on professional training not of an academic nature. The laboratory is intended for topics such as drill and ceremonies, physical fitness and swimming testing, cruise preparation, cruise evaluation, sail training, safety awareness, preparation for commissioning, personal finances, insurance, and applied exercises in naval ship systems, navigation, naval operations, naval administration, and military justice. Other topics",0
NAV SCI 401,Naval Ship Systems II,3 Units,,"Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
An introduction to the physical theory of acoustic and electromagnetic wave generation and propagation; the design and use of electronic, electromechanical, and pneumatic systems; and the combination of these systems to perform detection and analysis of objects sharing and traversing common environments.",0
NAV SCI 412,Leadership and Ethics,3 Units, Consent of instructor,"Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This course is the capstone leadership course. It is intended to provide the ethical foundation and tools required for success as a leader of a diverse work force, often under circumstances of substantial stress. The course is divided between the art of leadership and the technical aspects of integrating personnel development with the management of resources, although the emphasis is on leadership. It is designed to be given as a seminar",0
