code,title,units,prereqs,offered,corrupt
MUSIC R1B,Reading and Writing about Music,4 Units, UC Entry Level Writing Requirement and 1A or equivalent,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
This course aims to help students improve their writing skills, taking a particular type of music as its central material. The goal of the course is to help students prepare for academic writing, develop analytical skills appropriate to the subject matter, and receive an introduction to college-level research papers. Depending on the topic the course may include a section of one to two hours for further listening to musical examples in a group",0
MUSIC 20A,Basic Musicianship,2 Units, 20A is a prerequisite to 20B,"Terms offered: Summer 2018 8 Week Session, Summer 2018 First 6 Week Session, Summer 2018 Second 6 Week Session<br/>
Fundamentals of music, including notation, sight singing, ear training, and beginning linear analysis. For general students.",0
MUSIC 20B,Basic Musicianship,2 Units, 20A,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Fundamentals of music, including notation, sight singing, ear training, and beginning linear analysis. For general students.",0
MUSIC 25,Introduction to Music Theory,3 Units, 20A or other basic musicianship course or consent of instructor,"Terms offered: Summer 2018 3 Week Session, Summer 2018 8 Week Session, Summer 2018 First 6 Week Session<br/>
A writing course based on traditional harmony. Beginning linear and vertical analysis. For general students. Emphasis on written exercises.",0
MUSIC 26AC,Music in American Culture,4 Units,,"Terms offered: Fall 2017, Spring 2017, Spring 2016<br/>
Two perspectives are developed: 1) diverse music of groups in America, and 2) American music as a unique phenomenon. Groups considered are African, Asian, European, Hispanic/Latino, and Native American. Lectures and musical examples are organized by topics such as music of socio-economic subgroups within large groups, survival of culture, pan-ethnicity, religious and concert music, and the folk-popular music continuum.",0
MUSIC N26AC,Music in American Cultures,4 Units,,"Terms offered: Summer 2018 First 6 Week Session, Summer 2018 Second 6 Week Session, Summer 2017 Second 6 Week Session<br/>
Two perspectives are developed: 1) diverse music of groups in America, and 2) American music as a unique phenomenon. Groups considered are African, Asian, European, Hispanic/Latino, and Native American. Lectures and musical examples are religious and concert music, and the folk-popular music continuum.",0
MUSIC 27,Introduction to Western Music,4 Units,,"Terms offered: Spring 2018, Fall 2016, Fall 2015<br/>
Devoted to the development of listening skills, and a survey of major forms and types of Western art music.",0
MUSIC 29,Music Now,4 Units,,"Terms offered: Summer 2018 Second 6 Week Session, Spring 2018, Summer 2017 Second 6 Week Session<br/>
This course explores the basic materials and models that set the boundaries for various present-day musical experiences. Students are exposed to terminology and modes of engagement with the aim of inspiring new paradigms of listening (e.g., listening to silence, noise, space, and timbre). Composers and musicians of today continue to explore new ways of defining and organizing sounds into music.",0
MUSIC 40,Group Carillon Lessons for Beginning Students,1 Unit, Consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
A course designed for students who wish to attain a beginner's level of proficiency on the carillon. Prospective students must have a working knowledge of the keyboard, read treble and bass clefs fluently, be secure in key signatures through three sharps and flats, and be comfortable with common duple and triple meters.",0
MUSIC 41A,Private Carillon Lessons for Beginning Students,1 Unit, 40 or consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Private carillon lessons to develop a personal repertory. In this course, students will begin to learn different practice techniques.",0
MUSIC 41B,Private Carillon Lessons for Intermediate Students,1 Unit, 41A or consent of instructor,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Private carillon lessons stressing musical questions and de-emphasizing technical and repertory issues. Composition and arranging may be included. Personal musicianship is examined and musical horizons are extended.",0
MUSIC 44,Voice Class,2 Units, Students must undergo an initial vocal assessment in the first class session before being admitted into the class,"Terms offered: Summer 2018 First 6 Week Session, Summer 2018 Second 6 Week Session, Spring 2018<br/>
Students will learn the fundaments of healthy singing. The classical style will be learned and applied to other styles of singing. Students will receive group instruction and individual feedback throughout the semester. Singers will perform two solos: one in English and one in a foreign language. The course is open to all undergraduates. Students involved in campus vocal ensembles are encouraged",0
MUSIC 45,Beginning Piano Class 1 for Non-Music Majors,1 Unit,,"Terms offered: Summer 2018 10 Week Session, Summer 2017 10 Week Session, Summer 2016 10 Week Session<br/>
Piano instruction includes music theory (musical notation, triads, scales and primary chords) at the keyboard. Repertoire draws from simple classical pieces and melodies accompanied with chords. Mastery of the material will be demonstrated at the keyboard and through three written assignments.<br/>
<br/>
Weekly class attendance and daily practice (5 hours weekly) are expected.<br/>",0
MUSIC 45A,Advanced Beginning Piano Class for Non-Music Majors,1 Unit, ,"Terms offered: Summer 2018 10 Week Session, Summer 2017 10 Week Session, Summer 2016 10 Week Session<br/>
Continuing from <a class=""bubblelink code"" href=""/search/?P=MUSIC%2045"" onclick=""return showCourse(this, 'MUSIC 45');"" title=""MUSIC 45"">MUSIC 45</a>, pianists will build on their musical skills through understanding music theory. Course covers minor scales (relative/parallel keys; three forms of the minor scale; primary chords in minor scales), chord inversions, chord progressions, and dominant seventh chords. Repertoire will include classical works and music suggested by students. Weekly class attendance and daily",1
MUSIC 46,Fundamentals of Guitar Performance,2 Units,,"Terms offered: Summer 2018 First 6 Week Session, Summer 2018 Second 6 Week Session, Summer 2017 First 6 Week Session<br/>
Fundamentals of guitar performance, including tuning, basic pitch and rhythm reading, melody and chord playing.",0
MUSIC 52A,Musicianship I,3 Units, Music Placement Examination,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Diatonic sight singing, ear training, and keyboard harmony.",0
MUSIC 52B,Musicianship II,3 Units, Advanced placement in Music Placement Exam or successful completion of Music 52A,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Continuation of diatonic sight singing and ear training, introduction to chromatic sight singing, ear training, keyboard harmony, and score reading.",0
MUSIC 53A,Harmony I,3 Units, Music Placement Examination,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Diatonic harmony, chorale harmonization, and analytical studies. Emphasis on written exercises.",0
