code,title,units,prereqs,offered,corrupt
MEC ENG 24,Freshman Seminars,1 Unit,,"Terms offered: Fall 2017, Spring 2017, Fall 2016<br/>
The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester.",0
MEC ENG 40,Thermodynamics,3 Units," Chemistry 1A, Engineering 7, Mathematics 1B, and Physics 7B","Terms offered: Summer 2018 10 Week Session, Spring 2018, Fall 2017<br/>
This course introduces the fundamentals of energy storage, thermophysical properties of liquids and gases, and the basic principles of thermodynamics which are then applied to various areas of engineering related to energy conversion and air conditioning.",0
MEC ENG C85,Introduction to Solid Mechanics,3 Units, Mathematics 53 and 54 (may be taken concurrently); Physics 7A,"Terms offered: Spring 2018, Fall 2017, Summer 2017 10 Week Session<br/>
A review of equilibrium for particles and rigid bodies. Application to truss structures. The concepts of deformation, strain, and stress. Equilibrium equations for a continuum. Elements of the theory of linear elasticity. The states of plane stress and plane strain. Solution of elementary elasticity problems (beam bending, torsion of circular bars). Euler buckling in elastic beams.",0
MEC ENG W85,Introduction to Solid Mechanics,3 Units, Mathematics 53 and 54 (may be taken concurrently); Physics 7A,"Terms offered: Summer 2018 8 Week Session, Summer 2016, Summer 2016 10 Week Session, Summer 2015 8 Week Session<br/>
A review of equilibrium for particles and rigid bodies. Application to truss structures. The concepts of deformation, strain, and stress. Equilibrium equations for a continuum. Elements of the theory of linear elasticity. The states of plane stress and plane strain. Solution of elementary elasticity problems (beam bending, torsion of circular bars). Euler buckling in elastic beam",0
MEC ENG 98,Supervised Independent Group Studies,1 - 4 Units, Consent of instructor,"Terms offered: Fall 2016, Summer 2016 10 Week Session, Spring 2016<br/>
Organized group study on various topics under the sponsorship and direction of a member of the Mechanical Engineering faculty.",0
MEC ENG 101,Introduction to Lean Manufacturing Systems,3 Units," Completion of all lower division requirements for an engineering major, or consent of instructor","Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Fundamentals of lean manufacturing systems including manufacturing fundamentals, unit operations and manufacturing line considerations for work in process (WIP), manufacturing lead time (MLT), economics, quality monitoring; high mix/low volume (HMLV) systems fundamentals including just in time (JIT), kanban, buffers and line balancing; class project/case studies for design and analysis of competitive manufacturing systems.",0
MEC ENG 102A,Introduction to Mechanical Systems for Mechatronics,4 Units," Engineering 26 (waived for Junior Transfers), Mechanical Engineering C85, ME 104, ME 132 (can be taken as a co-requisite if the course schedule allows) Electrical Engineering 16A or 40. Reading and Composition courses completed","Terms offered: Fall 2017, Spring 2017, Fall 2016<br/>
The objectives of this course are to introduce students to modern experimental techniques for mechanical engineering, and to improve students' written and oral communication skills. Students will be provided exposure to, and experience with, a variety of sensors used in mechatronic systems including sensors to measure temperature, displacement, velocity, acceleration and strain. The role of error and uncertainty in measurements and analysis will",0
MEC ENG 102B,Mechatronics Design,4 Units," E 25, E 26 (junior transfers students are exempt from this requirement), E 27, as well as EE 16A or EE 40","Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Introduction to design and realization of mechatronics systems. Micro computer architectures. Basic computer IO devices. Embedded microprocessor systems and control, IO programming such as analogue to digital converters, PWM, serial and parallel outputs. Electrical components such as power supplies, operational amplifiers, transformers and filters. Shielding and grounding. Design of electric, hydraulic and pneumatic actuators. Design of sensors.",0
MEC ENG 104,Engineering Mechanics II,3 Units, C85 and Engineering 7,"Terms offered: Summer 2018 10 Week Session, Spring 2018, Fall 2017<br/>
This course is an introduction to the dynamics of particles and rigid bodies. The material, based on a Newtonian formulation of the governing equations, is illustrated with numerous examples ranging from one-dimensional motion of a single particle to planar motions of rigid bodies and systems of rigid bodies.",0
MEC ENG 106,Fluid Mechanics,3 Units, C85 and 104 (104 may be taken concurrently),"Terms offered: Summer 2018 10 Week Session, Spring 2018, Fall 2017<br/>
This course introduces the fundamentals and techniques of fluid mechanics with the aim of describing and controlling engineering flows.",0
MEC ENG 107,Mechanical Engineering Laboratory,3 Units, 102A; senior standing,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
Experimental investigation of engineering systems and of phenomena of interest to mechanical engineers. Design and planning of experiments. Analysis of data and reporting of experimental results.",0
MEC ENG 108,Mechanical Behavior of Engineering Materials,4 Units, C85,"Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
This course covers elastic and plastic deformation under static and dynamic loads. Failure by yielding, fracture, fatigue, wear, and environmental factors are also examined. Topics include engineering materials, heat treatment, structure-property relationships, elastic deformation and multiaxial loading, plastic deformation and yield criteria, dislocation plasticity and strengthening mechanisms, creep, stress concentration effects, fracture",0
MEC ENG 109,Heat Transfer,3 Units, 40 and 106,"Terms offered: Summer 2018 10 Week Session, Spring 2018, Fall 2017<br/>
This course covers transport processes of mass, momentum, and energy from a macroscopic view with emphasis both on understanding why matter behaves as it does and on developing practical problem solving skills. The course is divided into four parts: introduction, conduction, convection, and radiation.",0
