code,title,units,prereqs,offered,corrupt
S ASIAN 1A,Introduction to the Civilization of Early India,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Fall 2017, Fall 2016, Fall 2015<br/>
This course offers a broad historical and cultural survey of the civilizations of the Indian subcontinent from the earliest period known to archaeology to the advent of Islam as a major cultural and political force around the 13th century CE. Attention will be paid to the geography and ethnography of the region, its political history, and to the religious, philosophical, literary, scientific",0
S ASIAN 1B,Introduction to the Civilization of Medieval and Modern India,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
This course offers a broad historical and cultural survey of the civilizations of the Indian subcontinent from the 12th century to partition of India in 1947. Attention will be paid to the geography and ethnography of the region, its political history, and the religious, philosophical, literary, and artistic movements that have shaped it and contributed to its development as a unique",0
S ASIAN R5A,Great Books of India,4 Units, Satisfaction of the Entry Level Writing Requirement,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Summer 2018 Second 6 Week Session, Spring 2018, Fall 2017<br/>
Reading and composition based on 10 classic works of Indian literature ranging from the ancient Sanskrit epics to modern novels by Indian and western authors. Weekly composition on texts and topics read and discussed in class. Satisfies the first half of the Reading and Composition requirement.",0
S ASIAN R5B,India in the Writer's Eye,4 Units," Previously passed an R_A course with a letter grade of C- or better.<BR/>Previously passed an articulated R_A course with a letter grade of C- or better.<BR/>Score a 4 on the Advanced Placement Exam in English Literature and Composition.<BR/>Score a 4 or 5 on the Advanced Placement Exam in English Language and Composition. Score of 5, 6, or 7 on the International Baccalaureate Higher Level Examination in English","Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2018, Spring 2017, Spring 2016<br/>
Reading and composition in connection with eastern and western representations of India, and other Asian cultures, in great works of modern literature. Satisfies the second half of the reading and composition requirement.",0
S ASIAN 110,Introduction to Hinduism,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2017, Spring 2016<br/>
The course will provide through lecture, discussion and course readings a comprehensive introduction to the major texts, doctrines, beliefs and practices of classical Hinduism from antiquity to modernity. Special emphasis will be placed on Vedic and Āgamic traditions and on the rise and development of the major Hindu saṃpradāyas, including those of Vaiṣṇavism, Śaivism, Śaktism and Tantrism. Attention",0
S ASIAN C113,Buddhist Thought in India,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Fall 2016<br/>
This course is an advanced introduction to the major teachings of Indian Buddhism and their philosophical elaborations. We will cover the core tenets attributed to the Buddha, and the later doctrinal and scholastic developments that turned Buddhism into one of the principal philosophical traditions of India. For this we will read select primary sources—in principle, extracts of the scriptures and later treatises—and",0
S ASIAN C114,Tibetan Buddhism,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Fall 2017, Fall 2016, Fall 2014<br/>
This course is a broad introduction to the history, doctrine, and culture of the Buddhism of Tibet. We will begin with the introduction of Buddhism to Tibet in the eighth century and move on to the evolution of the major schools of Tibetan Buddhism, Tibetan Buddhist literature, ritual and monastic practice, the place of Buddhism in Tibetan political history, and the contemporary situation",0
S ASIAN 128,Religion in Modern India,4 Units, South Asian 1A or South Asian 1B or South Asian 110 or permission of instructor,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Fall 2016, Spring 1997, Spring 1996<br/>
This course considers the co-option, reinterpretation and dissemination of sacred texts and religious practices in various political and cultural projects in India during the colonial and post-colonial periods. Students will be introduced to religious “reform” movements, cross-cultural debates during the colonial period, and how the concept of a secular state in post-Independence India",0
S ASIAN 140,Hindu Mythology,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Summer 2018 Second 6 Week Session, Fall 2017, Summer 2017 Second 6 Week Session<br/>
Literary and religious aspects of Hindu myths. Reading of selected mythological texts in translation.",0
S ASIAN 142,India's Great Epics,4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2018, Spring 2017, Spring 1997<br/>
The course entails substantial selected readings from the great Sanskirt epic poems--the Mahabharata and the Ramayana in translation, selected readings from the corpus of secondary literature on Indian epic studies as well as lectures on salient issues in both. Discussion will focus on a variety of historical and theoretical approaches to the study of the poems and their extraordinary",0
S ASIAN 144,Islam in South Asia,4 Units, Consent of instructor,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2018, Spring 2015, Spring 2014<br/>
The aim of this course on the culture and history of Muslim communities and institutions in South Asia is to introduce students to the broad historical currents of the expansion of Islam in the Indian subcontinent, the nature of Muslim political authority, the interaction between religious communities, Islamic aesthetics and contributions to material culture, the varied engagements and",0
S ASIAN C215,Readings in Indian Buddhist Texts,2 - 4 Units,,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017<br/>
This graduate seminar focuses on reading a wide spectrum of Indian Buddhist texts in the Sanskrit (or Pali) original introducing the students to different genres, and different aspects of Indian Buddhism. The students taking the course for two units (rather than four) will be expected to prepare thoroughly every week for the reading of Buddhist texts in the original. They will also be",0
S ASIAN C224,Readings in Tibetan Buddhist Texts,2 or 4 Units, Consent of instructor,"Offered through: South and Southeast Asian Studies<br/>
Terms offered: Spring 2018, Fall 2017, Spring 2017, Fall 2016<br/>
This seminar provides an introduction to a broad range of Tibetan Buddhist texts, including chronicles and histories, biographical literature, doctrinal treatises, canonical texts, ritual manuals, pilgrimage guides, and liturgical texts. It is intended for graduate students interested in premodern Tibet from any perspective. Students are required to do all of the readings in",0
